Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,268,12,P:System.Windows.Forms.Control.Font,,,,,"this.disAdd.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,267,12,T:System.Windows.Forms.FlatStyle,,,,,this.disAdd.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,267,12,T:System.Windows.Forms.FlatStyle,,,,,this.disAdd.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,267,12,F:System.Windows.Forms.FlatStyle.Flat,,,,,this.disAdd.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,267,12,T:System.Windows.Forms.Button,,,,,this.disAdd.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,267,12,T:System.Windows.Forms.FlatStyle,,,,,this.disAdd.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,267,12,P:System.Windows.Forms.ButtonBase.FlatStyle,,,,,this.disAdd.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,266,12,T:System.Windows.Forms.Button,,,,,this.disAdd.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,266,12,T:System.Windows.Forms.FlatButtonAppearance,,,,,this.disAdd.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,266,12,P:System.Windows.Forms.ButtonBase.FlatAppearance,,,,,this.disAdd.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,266,12,P:System.Windows.Forms.FlatButtonAppearance.BorderSize,,,,,this.disAdd.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,265,12,T:System.Windows.Forms.Cursors,,,,,this.disAdd.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,265,12,T:System.Windows.Forms.Cursor,,,,,this.disAdd.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,265,12,P:System.Windows.Forms.Cursors.Hand,,,,,this.disAdd.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,265,12,T:System.Windows.Forms.Button,,,,,this.disAdd.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,265,12,T:System.Windows.Forms.Cursor,,,,,this.disAdd.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,265,12,P:System.Windows.Forms.Control.Cursor,,,,,this.disAdd.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,264,12,T:System.Windows.Forms.Button,,,,,"this.disAdd.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,264,12,P:System.Windows.Forms.ButtonBase.BackColor,,,,,"this.disAdd.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,260,12,T:System.Windows.Forms.Button,,,,,this.disSave.Click += new System.EventHandler(this.disSave_Click_1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,260,12,E:System.Windows.Forms.Control.Click,,,,,this.disSave.Click += new System.EventHandler(this.disSave_Click_1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,259,12,T:System.Windows.Forms.Button,,,,,this.disSave.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,259,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.disSave.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,258,12,T:System.Windows.Forms.Button,,,,,"this.disSave.Text = ""Save"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,258,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.disSave.Text = ""Save"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,257,12,T:System.Windows.Forms.Button,,,,,this.disSave.TabIndex = 30;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,257,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.disSave.TabIndex = 30;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,256,12,T:System.Windows.Forms.Button,,,,,"this.disSave.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,256,12,P:System.Windows.Forms.Control.Size,,,,,"this.disSave.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,255,12,T:System.Windows.Forms.Button,,,,,"this.disSave.Name = ""disSave"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,255,12,P:System.Windows.Forms.Control.Name,,,,,"this.disSave.Name = ""disSave"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,254,12,T:System.Windows.Forms.Button,,,,,"this.disSave.Location = new System.Drawing.Point(880, 841);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,254,12,P:System.Windows.Forms.Control.Location,,,,,"this.disSave.Location = new System.Drawing.Point(880, 841);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Drawing.GraphicsUnit,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Drawing.GraphicsUnit,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,F:System.Drawing.GraphicsUnit.Point,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Drawing.FontStyle,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Drawing.FontStyle,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,F:System.Drawing.FontStyle.Regular,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Drawing.Font,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit,System.Byte)",,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Windows.Forms.Button,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,T:System.Drawing.Font,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,253,12,P:System.Windows.Forms.Control.Font,,,,,"this.disSave.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,252,12,T:System.Windows.Forms.FlatStyle,,,,,this.disSave.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,252,12,T:System.Windows.Forms.FlatStyle,,,,,this.disSave.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,252,12,F:System.Windows.Forms.FlatStyle.Flat,,,,,this.disSave.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,252,12,T:System.Windows.Forms.Button,,,,,this.disSave.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,252,12,T:System.Windows.Forms.FlatStyle,,,,,this.disSave.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,252,12,P:System.Windows.Forms.ButtonBase.FlatStyle,,,,,this.disSave.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,251,12,T:System.Windows.Forms.Button,,,,,this.disSave.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,251,12,T:System.Windows.Forms.FlatButtonAppearance,,,,,this.disSave.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,251,12,P:System.Windows.Forms.ButtonBase.FlatAppearance,,,,,this.disSave.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,251,12,P:System.Windows.Forms.FlatButtonAppearance.BorderSize,,,,,this.disSave.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,250,12,T:System.Windows.Forms.Cursors,,,,,this.disSave.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,250,12,T:System.Windows.Forms.Cursor,,,,,this.disSave.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,250,12,P:System.Windows.Forms.Cursors.Hand,,,,,this.disSave.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,250,12,T:System.Windows.Forms.Button,,,,,this.disSave.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,250,12,T:System.Windows.Forms.Cursor,,,,,this.disSave.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,250,12,P:System.Windows.Forms.Control.Cursor,,,,,this.disSave.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,249,12,T:System.Windows.Forms.Button,,,,,"this.disSave.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,249,12,P:System.Windows.Forms.ButtonBase.BackColor,,,,,"this.disSave.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,245,12,T:System.Windows.Forms.Button,,,,,this.disDel.Click += new System.EventHandler(this.disDel_Click_1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,245,12,E:System.Windows.Forms.Control.Click,,,,,this.disDel.Click += new System.EventHandler(this.disDel_Click_1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,244,12,T:System.Windows.Forms.Button,,,,,this.disDel.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,244,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.disDel.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,243,12,T:System.Windows.Forms.Button,,,,,"this.disDel.Text = ""Delete"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,243,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.disDel.Text = ""Delete"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,242,12,T:System.Windows.Forms.Button,,,,,this.disDel.TabIndex = 28;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,242,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.disDel.TabIndex = 28;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,241,12,T:System.Windows.Forms.Button,,,,,"this.disDel.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,241,12,P:System.Windows.Forms.Control.Size,,,,,"this.disDel.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,240,12,T:System.Windows.Forms.Button,,,,,"this.disDel.Name = ""disDel"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,240,12,P:System.Windows.Forms.Control.Name,,,,,"this.disDel.Name = ""disDel"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,239,12,T:System.Windows.Forms.Button,,,,,"this.disDel.Location = new System.Drawing.Point(61, 841);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,239,12,P:System.Windows.Forms.Control.Location,,,,,"this.disDel.Location = new System.Drawing.Point(61, 841);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Drawing.GraphicsUnit,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Drawing.GraphicsUnit,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,F:System.Drawing.GraphicsUnit.Point,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Drawing.FontStyle,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Drawing.FontStyle,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,F:System.Drawing.FontStyle.Regular,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Drawing.Font,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit,System.Byte)",,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Windows.Forms.Button,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,T:System.Drawing.Font,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,238,12,P:System.Windows.Forms.Control.Font,,,,,"this.disDel.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,237,12,T:System.Windows.Forms.FlatStyle,,,,,this.disDel.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,237,12,T:System.Windows.Forms.FlatStyle,,,,,this.disDel.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,237,12,F:System.Windows.Forms.FlatStyle.Flat,,,,,this.disDel.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,237,12,T:System.Windows.Forms.Button,,,,,this.disDel.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,237,12,T:System.Windows.Forms.FlatStyle,,,,,this.disDel.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,237,12,P:System.Windows.Forms.ButtonBase.FlatStyle,,,,,this.disDel.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,236,12,T:System.Windows.Forms.Button,,,,,this.disDel.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,236,12,T:System.Windows.Forms.FlatButtonAppearance,,,,,this.disDel.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,236,12,P:System.Windows.Forms.ButtonBase.FlatAppearance,,,,,this.disDel.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,236,12,P:System.Windows.Forms.FlatButtonAppearance.BorderSize,,,,,this.disDel.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,235,12,T:System.Windows.Forms.Cursors,,,,,this.disDel.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,235,12,T:System.Windows.Forms.Cursor,,,,,this.disDel.Cursor = System.Windows.Forms.Cursors.Hand;
